Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year,day,month,snow,smoke,fog,drizzle,rain,mist,storm,h_fog,haze,week,tavg_lag_1,tavg_lag_3,tavg_lag_7,preciptotal_lag_1,preciptotal_lag_3,preciptotal_lag_7,sunrise_clean,sunset_clean,DaylightHrs,DaylightHrs_lag_1,DaylightHrs_lag_3,DaylightHrs_lag_7,relhum,relhum_lag_1,relhum_lag_3,relhum_lag_7
1,2007-10-07,87,67,77,66,70,0,12,555,1724,0.0,0.0,29.31,30.03,5.2,19,5.9,2007,7,Oct,0,0,0,0,0,0,0,0,0,40,80.0,77.0,65.0,0.0,0.06,0.001,1900-01-01 05:55:00,1900-01-01 17:24:00,11,11.0,11.0,11.0,68.92447213582345,62.458324722578496,66.57290939376271,52.11841157750202
2,2007-10-07,88,70,79,65,70,0,14,555,1724,0.0,0.0,29.38,30.01,5.3,19,5.9,2007,7,Oct,0,0,0,0,0,0,0,0,0,40,77.0,78.0,67.0,0.0,0.0,0.0,1900-01-01 05:55:00,1900-01-01 17:24:00,11,11.0,11.0,11.0,62.332621836554104,68.92447213582345,69.03399199328474,67.79963306708848
1,2007-10-08,87,60,74,61,66,0,9,556,1722,0.0,0.0,29.23,29.93,7.7,24,10.1,2007,8,Oct,0,0,0,0,0,0,0,0,0,41,79.0,80.0,70.0,0.0,0.0,0.0,1900-01-01 05:56:00,1900-01-01 17:22:00,11,11.0,11.0,11.0,63.9239140107229,62.332621836554104,62.458324722578496,61.17608708222083
2,2007-10-08,88,62,75,60,66,0,10,556,1722,0.0,0.0,29.28,29.92,7.3,24,9.9,2007,8,Oct,0,0,0,0,0,0,0,0,0,41,74.0,77.0,73.0,0.0,0.0,0.0,1900-01-01 05:56:00,1900-01-01 17:22:00,11,11.0,11.0,11.0,59.66927875771295,63.9239140107229,68.92447213582345,76.06648588459689
1,2007-10-09,76,49,63,44,53,2,0,557,1720,0.0,0.0,29.21,29.94,11.5,28,12.8,2007,9,Oct,0,0,0,0,0,0,0,0,0,41,75.0,79.0,77.0,0.0,0.0,0.06,1900-01-01 05:57:00,1900-01-01 17:20:00,11,11.0,11.0,11.0,49.879267159266256,59.66927875771295,62.332621836554104,66.57290939376271
2,2007-10-09,77,50,64,44,53,1,0,557,1720,0.0,0.0,29.27,29.93,12.1,28,13.3,2007,9,Oct,0,0,0,0,0,0,0,0,0,41,63.0,74.0,78.0,0.0,0.0,0.0,1900-01-01 05:57:00,1900-01-01 17:20:00,11,11.0,11.0,11.0,48.162895568674045,49.879267159266256,63.9239140107229,69.03399199328474
1,2007-10-10,54,47,51,38,44,14,0,558,1719,0.0,0.001,29.21,29.93,15.1,31,15.5,2007,10,Oct,0,0,0,1,0,0,0,0,0,41,64.0,75.0,80.0,0.0,0.0,0.0,1900-01-01 05:58:00,1900-01-01 17:19:00,11,11.0,11.0,11.0,60.929592155591536,48.162895568674045,59.66927875771295,62.458324722578496
2,2007-10-10,53,47,50,37,44,15,0,558,1719,0.0,0.001,29.26,29.93,14.4,31,14.6,2007,10,Oct,0,0,0,0,0,0,0,0,0,41,51.0,63.0,77.0,0.001,0.0,0.0,1900-01-01 05:58:00,1900-01-01 17:19:00,11,11.0,11.0,11.0,60.79214449366781,60.929592155591536,49.879267159266256,68.92447213582345
1,2007-10-11,54,46,50,39,45,15,0,559,1717,0.0,0.0,29.28,30.01,11.9,36,12.9,2007,11,Oct,0,0,0,0,0,0,0,0,0,41,50.0,64.0,79.0,0.001,0.0,0.0,1900-01-01 05:59:00,1900-01-01 17:17:00,11,11.0,11.0,11.0,65.75713493377022,60.79214449366781,48.162895568674045,62.332621836554104
2,2007-10-11,56,48,52,39,45,13,0,559,1717,0.0,0.0,29.34,30.0,14.6,36,15.5,2007,11,Oct,0,0,0,0,0,0,0,0,0,41,50.0,51.0,74.0,0.0,0.001,0.0,1900-01-01 05:59:00,1900-01-01 17:17:00,11,11.0,11.0,11.0,61.066413951960655,65.75713493377022,60.929592155591536,63.9239140107229
1,2007-10-12,56,41,49,35,43,16,0,600,1715,0.0,0.0,29.28,30.02,3.4,35,4.6,2007,12,Oct,0,0,0,0,0,0,0,0,0,41,52.0,50.0,75.0,0.0,0.001,0.0,1900-01-01 06:00:00,1900-01-01 17:15:00,11,11.0,11.0,11.0,58.292692651978214,61.066413951960655,60.79214449366781,59.66927875771295
2,2007-10-12,57,45,51,35,43,14,0,600,1715,0.0,0.0,29.34,30.02,2.8,36,5.4,2007,12,Oct,0,0,0,0,0,0,0,0,0,41,49.0,50.0,63.0,0.0,0.0,0.0,1900-01-01 06:00:00,1900-01-01 17:15:00,11,11.0,11.0,11.0,54.11645208330261,58.292692651978214,65.75713493377022,49.879267159266256
1,2007-10-13,59,40,50,41,47,15,0,602,1714,0.0,0.0,29.31,30.04,2.7,20,3.5,2007,13,Oct,0,0,0,0,0,0,0,0,0,41,51.0,52.0,64.0,0.0,0.0,0.0,1900-01-01 06:02:00,1900-01-01 17:14:00,11,11.0,11.0,11.0,71.0765133051331,54.11645208330261,61.066413951960655,48.162895568674045
2,2007-10-13,59,44,52,40,47,13,0,602,1714,0.0,0.0,29.38,30.04,3.6,21,4.7,2007,13,Oct,0,0,0,0,0,0,0,0,0,41,50.0,49.0,51.0,0.0,0.0,0.001,1900-01-01 06:02:00,1900-01-01 17:14:00,11,11.0,11.0,11.0,63.49401471690683,71.0765133051331,58.292692651978214,60.929592155591536
1,2007-10-14,61,53,57,49,53,8,0,603,1712,0.0,0.15,29.34,30.06,5.6,11,6.6,2007,14,Oct,0,0,0,0,0,0,0,0,0,41,52.0,51.0,50.0,0.0,0.0,0.001,1900-01-01 06:03:00,1900-01-01 17:12:00,11,11.0,11.0,11.0,74.57131125544734,63.49401471690683,54.11645208330261,60.79214449366781
2,2007-10-14,63,55,59,47,52,6,0,603,1712,0.0,0.01,29.4,30.06,5.7,12,6.0,2007,14,Oct,0,0,0,0,0,0,0,0,0,41,57.0,50.0,50.0,0.15,0.0,0.0,1900-01-01 06:03:00,1900-01-01 17:12:00,11,11.0,11.0,11.0,64.39300490756648,74.57131125544734,71.0765133051331,65.75713493377022
1,2007-10-15,74,51,63,52,57,2,0,604,1711,0.0,0.07,29.21,29.95,4.1,14,5.6,2007,15,Oct,0,0,0,0,0,1,0,0,0,42,59.0,52.0,52.0,0.01,0.0,0.0,1900-01-01 06:04:00,1900-01-01 17:11:00,11,11.0,11.0,11.0,67.33418364655738,64.39300490756648,63.49401471690683,61.066413951960655
2,2007-10-15,77,55,66,50,57,0,1,604,1711,0.0,0.04,29.26,29.94,6.6,16,6.9,2007,15,Oct,0,0,0,0,0,0,0,0,0,42,63.0,57.0,49.0,0.07,0.15,0.0,1900-01-01 06:04:00,1900-01-01 17:11:00,11,11.0,11.0,11.0,56.32098844289821,67.33418364655738,74.57131125544734,58.292692651978214
1,2007-10-16,67,52,60,54,57,5,0,605,1709,0.0,0.24,29.16,29.88,6.4,21,7.5,2007,16,Oct,0,0,0,1,0,1,0,0,0,42,66.0,59.0,51.0,0.04,0.01,0.0,1900-01-01 06:05:00,1900-01-01 17:09:00,11,11.0,11.0,11.0,80.55880723557199,56.32098844289821,64.39300490756648,54.11645208330261
2,2007-10-16,68,56,62,55,58,3,0,605,1709,0.0,0.19,29.23,29.88,6.5,21,7.3,2007,16,Oct,0,0,0,0,0,1,0,0,0,42,60.0,63.0,50.0,0.24,0.07,0.0,1900-01-01 06:05:00,1900-01-01 17:09:00,11,11.0,11.0,11.0,77.83690302829869,80.55880723557199,67.33418364655738,71.0765133051331
1,2007-10-17,72,47,60,53,57,5,0,606,1707,0.0,0.04,29.07,29.83,9.3,14,9.8,2007,17,Oct,0,0,0,0,0,0,0,0,1,42,62.0,66.0,52.0,0.19,0.04,0.0,1900-01-01 06:06:00,1900-01-01 17:07:00,11,11.0,11.0,11.0,77.66425305480327,77.83690302829869,56.32098844289821,63.49401471690683
2,2007-10-17,74,50,62,53,57,3,0,606,1707,0.0,0.11,29.13,29.83,8.6,14,9.1,2007,17,Oct,0,0,0,0,0,0,0,0,1,42,60.0,60.0,57.0,0.04,0.24,0.15,1900-01-01 06:06:00,1900-01-01 17:07:00,11,11.0,11.0,11.0,72.35562984932699,77.66425305480327,80.55880723557199,74.57131125544734
1,2007-10-18,78,59,69,56,61,0,4,607,1706,0.0,0.3,28.59,29.34,17.2,19,18.9,2007,18,Oct,0,0,0,0,0,1,0,0,0,42,62.0,62.0,59.0,0.11,0.19,0.01,1900-01-01 06:07:00,1900-01-01 17:06:00,10,11.0,11.0,11.0,63.2993937678021,72.35562984932699,77.83690302829869,64.39300490756648
2,2007-10-18,79,60,70,57,62,0,5,607,1706,0.0,0.34,28.67,29.34,15.5,19,17.2,2007,18,Oct,0,0,0,0,1,1,0,0,0,42,69.0,60.0,63.0,0.3,0.04,0.07,1900-01-01 06:07:00,1900-01-01 17:06:00,10,10.0,11.0,11.0,63.42543664464111,63.2993937678021,77.66425305480327,67.33418364655738
1,2007-10-19,60,52,56,48,52,9,0,608,1704,0.0,0.01,28.75,29.44,16.2,24,16.7,2007,19,Oct,0,0,0,0,0,1,0,0,0,42,70.0,62.0,66.0,0.34,0.11,0.04,1900-01-01 06:08:00,1900-01-01 17:04:00,10,10.0,11.0,11.0,74.47354810257994,63.42543664464111,72.35562984932699,56.32098844289821
2,2007-10-19,61,53,57,48,52,8,0,608,1704,0.0,0.001,28.82,29.45,17.7,24,18.0,2007,19,Oct,0,0,0,1,0,0,0,0,0,42,56.0,69.0,60.0,0.01,0.3,0.24,1900-01-01 06:08:00,1900-01-01 17:04:00,10,10.0,10.0,11.0,71.83238311108,74.47354810257994,63.2993937678021,80.55880723557199
1,2007-10-20,73,47,60,43,52,5,0,610,1703,0.0,0.0,29.02,29.71,10.9,21,12.0,2007,20,Oct,0,0,0,0,0,0,0,0,0,42,57.0,70.0,62.0,0.001,0.34,0.19,1900-01-01 06:10:00,1900-01-01 17:03:00,10,10.0,10.0,11.0,53.372716616017335,71.83238311108,63.42543664464111,77.83690302829869
2,2007-10-20,74,47,61,43,52,4,0,610,1703,0.0,0.0,29.1,29.72,11.1,21,11.7,2007,20,Oct,0,0,0,0,0,0,0,0,0,42,60.0,56.0,60.0,0.0,0.01,0.04,1900-01-01 06:10:00,1900-01-01 17:03:00,10,10.0,10.0,11.0,51.51233488399568,53.372716616017335,74.47354810257994,77.66425305480327
1,2007-10-21,80,60,70,47,57,0,5,611,1701,0.0,0.0,29.08,29.78,18.0,20,18.2,2007,21,Oct,0,0,0,0,0,0,0,0,0,42,61.0,57.0,62.0,0.0,0.001,0.11,1900-01-01 06:11:00,1900-01-01 17:01:00,10,10.0,10.0,11.0,43.87921427184278,51.51233488399568,71.83238311108,72.35562984932699
2,2007-10-21,79,61,70,46,56,0,5,611,1701,0.0,0.0,29.15,29.78,16.7,20,16.8,2007,21,Oct,0,0,0,0,0,0,0,0,0,42,70.0,60.0,69.0,0.0,0.0,0.3,1900-01-01 06:11:00,1900-01-01 17:01:00,10,10.0,10.0,10.0,42.253243470630125,43.87921427184278,53.372716616017335,63.2993937678021
1,2007-10-22,67,46,57,47,50,8,0,612,1700,0.0,0.16,29.26,29.97,5.2,36,9.2,2007,22,Oct,0,0,0,1,0,1,0,0,0,43,70.0,61.0,70.0,0.0,0.0,0.34,1900-01-01 06:12:00,1900-01-01 17:00:00,10,10.0,10.0,10.0,69.18236056881791,42.253243470630125,51.51233488399568,63.42543664464111
2,2007-10-22,66,47,57,47,51,8,0,612,1700,0.0,0.15,29.32,29.96,5.8,1,10.3,2007,22,Oct,0,0,0,1,0,1,0,0,0,43,57.0,70.0,56.0,0.16,0.0,0.01,1900-01-01 06:12:00,1900-01-01 17:00:00,10,10.0,10.0,10.0,69.18236056881791,69.18236056881791,43.87921427184278,74.47354810257994
1,2007-10-23,58,43,51,36,44,14,0,613,1658,0.0,0.0,29.2,29.93,5.2,31,8.2,2007,23,Oct,0,0,0,0,0,0,0,0,0,43,57.0,70.0,57.0,0.15,0.0,0.001,1900-01-01 06:13:00,1900-01-01 16:58:00,10,10.0,10.0,10.0,56.30865242289026,69.18236056881791,42.253243470630125,71.83238311108
2,2007-10-23,53,46,50,39,45,15,0,613,1658,0.0,0.03,29.26,29.93,4.0,31,7.9,2007,23,Oct,0,0,0,0,0,0,0,0,0,43,51.0,57.0,60.0,0.0,0.16,0.0,1900-01-01 06:13:00,1900-01-01 16:58:00,10,10.0,10.0,10.0,65.75713493377022,56.30865242289026,69.18236056881791,53.372716616017335
1,2007-10-24,55,43,49,35,42,16,0,614,1657,0.0,0.0,29.46,30.16,13.3,2,14.5,2007,24,Oct,0,0,0,0,0,0,0,0,0,43,50.0,57.0,61.0,0.03,0.15,0.0,1900-01-01 06:14:00,1900-01-01 16:57:00,10,10.0,10.0,10.0,58.292692651978214,65.75713493377022,69.18236056881791,51.51233488399568
2,2007-10-24,53,45,49,35,43,16,0,614,1657,0.0,0.0,29.51,30.16,16.0,2,17.3,2007,24,Oct,0,0,0,0,0,0,0,0,0,43,49.0,51.0,70.0,0.0,0.0,0.0,1900-01-01 06:14:00,1900-01-01 16:57:00,10,10.0,10.0,10.0,58.292692651978214,58.292692651978214,56.30865242289026,43.87921427184278
1,2007-10-25,55,45,50,39,46,15,0,616,1656,0.0,0.001,29.47,30.2,13.9,6,14.1,2007,25,Oct,0,0,0,0,0,0,0,0,0,43,49.0,50.0,70.0,0.0,0.03,0.0,1900-01-01 06:16:00,1900-01-01 16:56:00,10,10.0,10.0,10.0,65.75713493377022,58.292692651978214,65.75713493377022,42.253243470630125
2,2007-10-25,57,45,51,40,46,14,0,616,1656,0.0,0.001,29.52,30.2,14.5,6,14.7,2007,25,Oct,0,0,0,0,0,0,0,0,0,43,50.0,49.0,57.0,0.001,0.0,0.16,1900-01-01 06:16:00,1900-01-01 16:56:00,10,10.0,10.0,10.0,65.88204302815947,65.75713493377022,58.292692651978214,69.18236056881791
1,2007-10-26,65,53,59,48,52,6,0,617,1654,0.0,0.33,29.31,30.07,6.2,5,6.9,2007,26,Oct,0,0,0,0,0,1,0,0,0,43,51.0,49.0,57.0,0.001,0.0,0.15,1900-01-01 06:17:00,1900-01-01 16:54:00,10,10.0,10.0,10.0,66.85957171977145,65.88204302815947,58.292692651978214,69.18236056881791
2,2007-10-26,66,53,60,49,52,5,0,617,1654,0.0,0.41,29.38,30.06,4.2,6,7.2,2007,26,Oct,0,0,0,0,0,1,0,0,0,43,59.0,50.0,51.0,0.33,0.001,0.0,1900-01-01 06:17:00,1900-01-01 16:54:00,10,10.0,10.0,10.0,66.97909474825738,66.85957171977145,65.75713493377022,56.30865242289026
1,2007-10-27,55,37,46,38,45,19,0,618,1653,0.0,0.01,29.56,30.25,9.4,32,9.9,2007,27,Oct,0,0,0,0,0,1,0,0,0,43,60.0,51.0,50.0,0.41,0.001,0.03,1900-01-01 06:18:00,1900-01-01 16:53:00,10,10.0,10.0,10.0,73.4663164138612,66.97909474825738,65.88204302815947,65.75713493377022
2,2007-10-27,57,39,48,41,46,17,0,618,1653,0.0,0.08,29.62,30.25,7.9,31,9.1,2007,27,Oct,0,0,0,0,0,1,0,0,1,43,46.0,59.0,49.0,0.01,0.33,0.0,1900-01-01 06:18:00,1900-01-01 16:53:00,10,10.0,10.0,10.0,76.58720585831553,73.4663164138612,66.85957171977145,58.292692651978214
1,2007-10-28,56,34,45,30,39,20,0,619,1651,0.0,0.0,29.79,30.52,3.4,23,4.2,2007,28,Oct,0,0,0,0,0,0,0,0,0,43,48.0,60.0,49.0,0.08,0.41,0.0,1900-01-01 06:19:00,1900-01-01 16:51:00,10,10.0,10.0,10.0,55.413873932381264,76.58720585831553,66.97909474825738,58.292692651978214
2,2007-10-28,56,34,45,30,39,20,0,619,1651,0.0,0.0,29.86,30.53,3.5,23,4.1,2007,28,Oct,0,0,0,0,0,0,0,0,0,43,45.0,46.0,50.0,0.0,0.01,0.001,1900-01-01 06:19:00,1900-01-01 16:51:00,10,10.0,10.0,10.0,55.413873932381264,55.413873932381264,73.4663164138612,65.75713493377022
1,2007-10-29,61,39,50,32,42,15,0,620,1650,0.0,0.0,29.63,30.4,10.2,22,10.4,2007,29,Oct,0,0,0,0,0,0,0,0,0,44,45.0,48.0,51.0,0.0,0.08,0.001,1900-01-01 06:20:00,1900-01-01 16:50:00,10,10.0,10.0,10.0,49.798283377207895,55.413873932381264,76.58720585831553,65.88204302815947
2,2007-10-29,60,39,50,32,42,15,0,620,1650,0.0,0.0,29.7,30.41,9.1,22,9.3,2007,29,Oct,0,0,0,0,0,0,0,0,0,44,50.0,45.0,59.0,0.0,0.0,0.33,1900-01-01 06:20:00,1900-01-01 16:50:00,10,10.0,10.0,10.0,49.798283377207895,49.798283377207895,55.413873932381264,66.85957171977145
1,2007-10-30,66,41,54,38,46,11,0,622,1649,0.0,0.0,29.43,30.2,12.2,20,12.5,2007,30,Oct,0,0,0,0,0,0,0,0,0,44,50.0,45.0,60.0,0.0,0.0,0.41,1900-01-01 06:22:00,1900-01-01 16:49:00,10,10.0,10.0,10.0,54.56816098918641,49.798283377207895,55.413873932381264,66.97909474825738
2,2007-10-30,66,42,54,37,46,11,0,622,1649,0.0,0.0,29.51,30.22,10.8,20,10.9,2007,30,Oct,0,0,0,0,0,0,0,0,0,44,54.0,50.0,46.0,0.0,0.0,0.01,1900-01-01 06:22:00,1900-01-01 16:49:00,10,10.0,10.0,10.0,52.46290263426705,54.56816098918641,49.798283377207895,73.4663164138612
1,2007-10-31,62,41,52,37,46,13,0,623,1647,0.0,0.0,29.3,30.02,12.2,25,14.3,2007,31,Oct,0,0,0,0,0,0,0,0,0,44,54.0,50.0,48.0,0.0,0.0,0.08,1900-01-01 06:23:00,1900-01-01 16:47:00,10,10.0,10.0,10.0,56.45559625456258,52.46290263426705,49.798283377207895,76.58720585831553
2,2007-10-31,63,43,53,38,46,12,0,623,1647,0.0,0.0,29.36,30.03,12.2,25,15.0,2007,31,Oct,0,0,0,0,0,0,0,0,0,44,52.0,54.0,45.0,0.0,0.0,0.0,1900-01-01 06:23:00,1900-01-01 16:47:00,10,10.0,10.0,10.0,56.601921597386095,56.45559625456258,54.56816098918641,55.413873932381264
1,2008-05-01,74,48,61,51,56,4,0,448,1849,0.0,0.0,28.95,29.67,10.6,16,11.5,2008,1,May,0,0,0,0,0,0,0,0,0,18,53.0,54.0,45.0,0.0,0.0,0.0,1900-01-01 04:48:00,1900-01-01 18:49:00,14,10.0,10.0,10.0,69.63314345758658,56.601921597386095,52.46290263426705,55.413873932381264
2,2008-05-01,73,48,61,51,57,4,0,448,1849,0.0,0.001,29.01,29.67,9.8,17,10.4,2008,1,May,0,0,0,0,0,0,0,0,0,18,61.0,52.0,50.0,0.0,0.0,0.0,1900-01-01 04:48:00,1900-01-01 18:49:00,14,14.0,10.0,10.0,69.63314345758658,69.63314345758658,56.45559625456258,49.798283377207895
1,2008-05-02,74,51,63,55,58,2,0,447,1850,0.0,1.28,28.79,29.53,13.8,20,15.1,2008,2,May,0,0,0,0,1,1,0,0,0,18,61.0,53.0,50.0,0.001,0.0,0.0,1900-01-01 04:47:00,1900-01-01 18:50:00,14,14.0,10.0,10.0,75.14699945177526,69.63314345758658,56.601921597386095,49.798283377207895
2,2008-05-02,74,55,65,56,60,0,0,447,1850,0.0,0.74,28.85,29.52,11.9,19,13.0,2008,2,May,0,0,0,0,1,1,0,0,0,18,63.0,61.0,54.0,1.28,0.0,0.0,1900-01-01 04:47:00,1900-01-01 18:50:00,14,14.0,14.0,10.0,72.66311710823595,75.14699945177526,69.63314345758658,54.56816098918641
1,2008-05-03,56,43,50,41,46,15,0,446,1851,0.0,0.001,29.01,29.69,10.4,25,12.7,2008,3,May,0,0,0,0,0,0,0,0,0,18,65.0,61.0,54.0,0.74,0.001,0.0,1900-01-01 04:46:00,1900-01-01 18:51:00,14,14.0,14.0,10.0,71.0765133051331,72.66311710823595,69.63314345758658,52.46290263426705
2,2008-05-03,56,44,50,42,46,15,0,446,1851,0.0,0.01,29.08,29.69,11.2,25,12.7,2008,3,May,0,0,0,0,0,1,0,0,0,18,50.0,63.0,52.0,0.001,1.28,0.0,1900-01-01 04:46:00,1900-01-01 18:51:00,14,14.0,14.0,10.0,73.8757662379694,71.0765133051331,75.14699945177526,56.45559625456258
1,2008-05-04,65,38,52,34,45,13,0,444,1852,0.0,0.0,29.31,30.02,5.6,24,6.3,2008,4,May,0,0,0,0,0,0,0,0,0,18,50.0,65.0,53.0,0.01,0.74,0.0,1900-01-01 04:44:00,1900-01-01 18:52:00,14,14.0,14.0,10.0,50.11514475633106,73.8757662379694,72.66311710823595,56.601921597386095
2,2008-05-04,66,39,53,33,45,12,0,444,1852,0.0,0.0,29.38,30.02,5.1,23,5.6,2008,4,May,0,0,0,0,0,0,0,0,0,18,52.0,50.0,61.0,0.0,0.001,0.0,1900-01-01 04:44:00,1900-01-01 18:52:00,14,14.0,14.0,14.0,46.4086896201098,50.11514475633106,71.0765133051331,69.63314345758658
1,2008-05-05,75,50,63,38,50,2,0,443,1853,0.0,0.0,29.27,29.99,4.4,26,7.0,2008,5,May,0,0,0,0,0,0,0,0,0,19,53.0,50.0,61.0,0.0,0.01,0.001,1900-01-01 04:43:00,1900-01-01 18:53:00,14,14.0,14.0,14.0,39.5393567987372,46.4086896201098,73.8757662379694,69.63314345758658
2,2008-05-05,74,50,62,38,50,3,0,443,1853,0.0,0.0,29.34,29.99,3.7,23,6.2,2008,5,May,0,0,0,0,0,0,0,0,0,19,63.0,52.0,63.0,0.0,0.0,1.28,1900-01-01 04:43:00,1900-01-01 18:53:00,14,14.0,14.0,14.0,40.954676878610954,39.5393567987372,50.11514475633106,75.14699945177526
1,2008-05-06,81,46,64,44,55,1,0,442,1855,0.0,0.0,29.16,29.88,6.3,22,7.1,2008,6,May,0,0,0,0,0,0,0,0,0,19,62.0,53.0,65.0,0.0,0.0,0.74,1900-01-01 04:42:00,1900-01-01 18:55:00,14,14.0,14.0,14.0,48.162895568674045,40.954676878610954,46.4086896201098,72.66311710823595
2,2008-05-06,82,52,67,43,55,0,2,442,1855,0.0,0.0,29.23,29.88,6.9,22,8.8,2008,6,May,0,0,0,0,0,0,0,0,0,19,64.0,63.0,50.0,0.0,0.0,0.001,1900-01-01 04:42:00,1900-01-01 18:55:00,14,14.0,14.0,14.0,41.7696588795358,48.162895568674045,39.5393567987372,71.0765133051331
1,2008-05-07,70,49,60,52,56,5,0,441,1856,0.0,0.76,28.97,29.69,3.5,23,12.3,2008,7,May,0,0,0,0,0,1,0,0,0,19,67.0,62.0,50.0,0.0,0.0,0.01,1900-01-01 04:41:00,1900-01-01 18:56:00,14,14.0,14.0,14.0,74.86146884846585,41.7696588795358,40.954676878610954,73.8757662379694
2,2008-05-07,71,50,61,53,56,4,0,441,1856,0.0,0.71,29.03,29.69,1.9,22,11.1,2008,7,May,0,0,0,0,0,1,0,0,0,19,60.0,64.0,52.0,0.76,0.0,0.0,1900-01-01 04:41:00,1900-01-01 18:56:00,14,14.0,14.0,14.0,74.95715536941202,74.86146884846585,48.162895568674045,50.11514475633106
1,2008-05-08,59,45,52,35,44,13,0,439,1857,0.0,0.0,29.08,29.82,12.2,5,12.6,2008,8,May,0,0,0,0,0,0,0,0,0,19,61.0,67.0,53.0,0.71,0.0,0.0,1900-01-01 04:39:00,1900-01-01 18:57:00,14,14.0,14.0,14.0,52.154891485914376,74.95715536941202,41.7696588795358,46.4086896201098
2,2008-05-08,59,47,53,36,45,12,0,439,1857,0.0,0.0,29.14,29.81,14.3,5,15.0,2008,8,May,0,0,0,0,0,0,0,0,0,19,52.0,60.0,63.0,0.0,0.76,0.0,1900-01-01 04:39:00,1900-01-01 18:57:00,14,14.0,14.0,14.0,52.30919520281755,52.154891485914376,74.86146884846585,39.5393567987372
1,2008-05-09,58,41,50,34,43,15,0,438,1858,0.0,0.0,29.15,29.85,6.3,3,6.9,2008,9,May,0,0,0,0,0,0,0,0,0,19,53.0,61.0,62.0,0.0,0.71,0.0,1900-01-01 04:38:00,1900-01-01 18:58:00,14,14.0,14.0,14.0,53.96466114024504,52.30919520281755,74.95715536941202,40.954676878610954
2,2008-05-09,58,42,50,35,44,15,0,438,1858,0.0,0.0,29.2,29.85,6.5,3,7.0,2008,9,May,0,0,0,0,0,0,0,0,0,19,50.0,52.0,64.0,0.0,0.0,0.0,1900-01-01 04:38:00,1900-01-01 18:58:00,14,14.0,14.0,14.0,56.161087821422704,53.96466114024504,52.154891485914376,48.162895568674045
1,2008-05-10,61,38,50,37,45,15,0,437,1859,0.0,0.0,29.08,29.85,5.9,7,6.3,2008,10,May,0,0,0,0,0,0,0,0,0,19,50.0,53.0,67.0,0.0,0.0,0.0,1900-01-01 04:37:00,1900-01-01 18:59:00,14,14.0,14.0,14.0,60.79214449366781,56.161087821422704,52.30919520281755,41.7696588795358
2,2008-05-10,61,41,51,39,46,14,0,437,1859,0.0,0.0,29.15,29.84,6.0,8,6.6,2008,10,May,0,0,0,0,0,0,0,0,0,19,50.0,50.0,60.0,0.0,0.0,0.76,1900-01-01 04:37:00,1900-01-01 18:59:00,14,14.0,14.0,14.0,63.36313949426796,60.79214449366781,53.96466114024504,74.86146884846585
1,2008-05-11,58,46,52,43,47,13,0,436,1900,0.0,0.95,28.85,29.55,14.5,2,17.7,2008,11,May,0,0,0,0,0,1,0,0,0,19,51.0,50.0,61.0,0.0,0.0,0.71,1900-01-01 04:36:00,1900-01-01 19:00:00,14,14.0,14.0,14.0,71.29531044074766,63.36313949426796,56.161087821422704,74.95715536941202
2,2008-05-11,60,47,54,44,48,11,0,436,1900,0.0,1.46,28.89,29.53,14.3,2,17.8,2008,11,May,0,0,0,0,0,1,0,0,0,19,52.0,50.0,52.0,0.95,0.0,0.0,1900-01-01 04:36:00,1900-01-01 19:00:00,14,14.0,14.0,14.0,68.83824373330243,71.29531044074766,60.79214449366781,52.154891485914376
1,2008-05-12,56,40,48,38,43,17,0,435,1901,0.0,0.0,29.26,29.96,5.1,7,7.8,2008,12,May,0,0,0,0,0,0,0,0,0,20,54.0,51.0,53.0,1.46,0.0,0.0,1900-01-01 04:35:00,1900-01-01 19:01:00,14,14.0,14.0,14.0,68.13410830597573,68.83824373330243,63.36313949426796,52.30919520281755
2,2008-05-12,53,41,47,39,43,18,0,435,1901,0.0,0.0,29.32,29.96,4.9,6,7.6,2008,12,May,0,0,0,0,0,0,0,0,0,20,48.0,52.0,50.0,0.0,0.95,0.0,1900-01-01 04:35:00,1900-01-01 19:01:00,14,14.0,14.0,14.0,73.56951468844221,68.13410830597573,71.29531044074766,53.96466114024504
1,2008-05-13,73,40,57,45,51,8,0,434,1902,0.0,0.08,29.2,29.93,15.5,18,15.9,2008,13,May,0,0,0,0,1,0,0,0,0,20,47.0,54.0,50.0,0.0,1.46,0.0,1900-01-01 04:34:00,1900-01-01 19:02:00,14,14.0,14.0,14.0,64.13917977601092,73.56951468844221,68.83824373330243,56.161087821422704
2,2008-05-13,73,45,59,45,52,6,0,434,1902,0.0,0.32,29.28,29.95,13.7,18,14.4,2008,13,May,0,0,0,0,1,0,0,0,0,20,57.0,48.0,50.0,0.08,0.0,0.0,1900-01-01 04:34:00,1900-01-01 19:02:00,14,14.0,14.0,14.0,59.69895337664292,64.13917977601092,68.13410830597573,60.79214449366781
